txn_id,complaint_id,sender_vpa_hash,complaint_ts,scam_type,amount_bucket,complaint_status,resolution_days,bank_id,sender_state,fraud_type,amount_numeric,upi_remark,txn_timestamp,is_fraud,complaint_date,complaint_week
7b9e55b6-1c3f-4d20-83f0-9cec4dc70c82,SATARK-5E58DDB8,613fc332868c0be2,2024-02-17T23:00:32.101Z,TECH_SUPPORT,M,OPEN,,UNION009,Delhi,TECH_SUPPORT,4400.0,helpdesk support charge,2024-02-15T22:09:13.000Z,true,2024-02-17,2024-02-12T00:00:00.000Z
45b38e15-41d5-477f-9a60-8650b839feb2,SATARK-E213C99F,33d2e13179ee6886,2024-03-30T23:48:56.414Z,LOTTERY,M,ESCALATED,,BOB007,Andhra Pradesh,LOTTERY,9700.0,prize claim processing fee,2024-03-29T21:21:38.000Z,true,2024-03-30,2024-03-25T00:00:00.000Z
afaf0b86-5117-4898-b30d-2f0f83000ad8,SATARK-4A384157,5950dfaed1352be9,2024-03-30T09:46:21.402Z,KYC,S,OPEN,,ICICI003,Uttar Pradesh,KYC,1153.85,debit card KYC verification fee,2024-03-29T21:56:22.000Z,true,2024-03-30,2024-03-25T00:00:00.000Z
d60d18c0-bac1-4f6a-80fa-041942fff3a8,SATARK-B989CF1E,13df4e48e201b8b2,2024-01-06T11:53:11.011Z,TECH_SUPPORT,M,OPEN,,BOB007,Karnataka,TECH_SUPPORT,3892.34,refund activation charge,2024-01-05T20:16:39.000Z,true,2024-01-06,2024-01-01T00:00:00.000Z
75f662df-b993-45e2-9548-c7c99ec7462c,SATARK-05140BA9,25610de42ed8b127,2024-03-14T09:20:16.619Z,JOB,M,RESOLVED,26.0,PNB006,Telangana,JOB,5400.0,SSC job placement advance,2024-03-13T22:46:44.000Z,true,2024-03-14,2024-03-11T00:00:00.000Z
edd35b3d-b2ad-4769-8faf-9686ee61a596,SATARK-FCE3A2A8,2da987848a0088f5,2024-02-02T23:21:26.462Z,JOB,M,OPEN,,BOB007,Gujarat,JOB,2559.42,UPSC coaching advance deposit,2024-02-01T21:29:54.000Z,true,2024-02-02,2024-01-29T00:00:00.000Z
94dbe1ce-d6f4-4945-bbda-ca76608cdf20,SATARK-D6C52D9E,2dad560738289337,2024-02-19T13:34:17.939Z,KYC,M,OPEN,,INDUS010,Maharashtra,KYC,5000.0,aadhar kyc update penalty avoidance fee,2024-02-17T20:42:40.000Z,true,2024-02-19,2024-02-19T00:00:00.000Z
89922228-3749-4661-b855-4a8ae4c2ac47,SATARK-FF7D3A3A,a67191bc66512d60,2024-01-12T02:31:57.705Z,JOB,S,ESCALATED,,KOTAK005,Punjab,JOB,1707.18,background check fee advance,2024-01-10T19:18:13.000Z,true,2024-01-12,2024-01-08T00:00:00.000Z
3d561cb9-078b-470d-8cad-8a77ff0b89fe,SATARK-5D66696B,4b498ad4e5f910bd,2024-02-27T20:16:57.833Z,LEGITIMATE,M,ESCALATED,,SBI001,Karnataka,LEGITIMATE,3584.76,please amazow refund,2024-02-25T06:53:09.000Z,true,2024-02-27,2024-02-26T00:00:00.000Z
1854495b-2184-43e2-8780-598aa487f699,SATARK-86824CE2,ce86472d5ecd53f9,2024-01-28T04:11:02.093Z,EMERGENCY,M,OPEN,,UNION009,Tamil Nadu,EMERGENCY,2000.0,stuck in city help advance,2024-01-26T21:09:06.000Z,true,2024-01-28,2024-01-22T00:00:00.000Z
73369806-aed7-4026-b141-dacfa3f693a7,SATARK-72320961,a493f3566c550d61,2024-01-30T22:51:28.074Z,LEGITIMATE,S,ESCALATED,,INDUS010,Maharashtra,LEGITIMATE,528.87,share market please,2024-01-28T20:13:02.000Z,true,2024-01-30,2024-01-29T00:00:00.000Z
64bd3eaa-b474-4ae8-9b33-007411a09f13,SATARK-9518E814,3545dc17fee991e0,2024-02-01T12:48:28.950Z,IMPERSONATION,L,OPEN,,AXIS004,Rajasthan,IMPERSONATION,20018.52,police station verification fee,2024-01-30T22:22:25.000Z,true,2024-02-01,2024-01-29T00:00:00.000Z
2b3e6c67-5793-488c-9502-bcdbed13f0ae,SATARK-0F9275ED,e396b5ba3bcef8ea,2024-04-01T08:18:24.713Z,LOTTERY,L,OPEN,,BOB007,Delhi,LOTTERY,11524.88,lucky winner advance required,2024-03-29T19:42:31.000Z,true,2024-04-01,2024-04-01T00:00:00.000Z
f93087ba-1641-4287-a22a-59279ade67ed,SATARK-A504C191,39834db2f3f8593f,2024-02-28T06:43:47.461Z,IMPERSONATION,M,OPEN,,HDFC002,Gujarat,IMPERSONATION,3318.59,drug case settlement fee,2024-02-25T12:20:47.000Z,true,2024-02-28,2024-02-26T00:00:00.000Z
4bfab5f0-281c-4566-a4b5-11669efcf513,SATARK-C2E3B4EE,81ba7bb604c05368,2024-02-22T03:38:54.918Z,JOB,M,OPEN,,HDFC002,Maharashtra,JOB,4542.76,company joining fee adzance,2024-02-21T08:20:47.000Z,true,2024-02-22,2024-02-19T00:00:00.000Z
256b606d-29fe-4761-a90e-3e78d286d282,SATARK-2A89DD2A,3999fce20d7f7c87,2024-01-12T13:34:34.822Z,KYC,M,OPEN,,AXIS004,Himachal Pradesh,KYC,4455.77,DTH KYC verification charge,2024-01-09T22:49:04.000Z,true,2024-01-12,2024-01-08T00:00:00.000Z
829ca9d0-4f63-43d0-9cd6-8a627c18c726,SATARK-682D3B6F,d92718f0a82c7fcb,2024-01-22T08:56:45.043Z,JOB,S,RESOLVED,38.0,AXIS004,Gujarat,JOB,700.0,offshore job registration fee,2024-01-20T21:28:19.000Z,true,2024-01-22,2024-01-22T00:00:00.000Z
457334b7-fd92-409d-b88d-2adee2424cfb,SATARK-FA2E17C2,39834db2f3f8593f,2024-01-16T04:41:10.203Z,LOTTERY,M,OPEN,,KOTAK005,Gujarat,LOTTERY,8500.0,WhatsApp lottery winner fee,2024-01-13T22:14:28.000Z,true,2024-01-16,2024-01-15T00:00:00.000Z
ff7ce5d3-89d9-4d97-85aa-0c08643ff619,SATARK-6A401324,fefbcd7f4fab1563,2024-02-16T07:26:01.889Z,TECH_SUPPORT,M,RESOLVED,43.0,KOTAK005,Madhya Pradesh,TECH_SUPPORT,4219.93,refund activation charge,2024-02-14T20:08:47.000Z,true,2024-02-16,2024-02-12T00:00:00.000Z
3bbd6641-b855-4d59-9a13-b1f7ebebc2d0,SATARK-ABF8C81A,45fc4a0485412547,2024-03-15T01:49:49.778Z,LOTTERY,M,RESOLVED,49.0,KOTAK005,Odisha,LOTTERY,6228.56,KBC winner processing fee,2024-03-12T18:33:25.000Z,true,2024-03-15,2024-03-11T00:00:00.000Z
519c1485-3b8b-49e9-ae58-81252dd4badf,SATARK-38AD30A1,a4a3e7f784cfae0f,2024-01-10T09:45:21.856Z,IMPERSONATION,L,RESOLVED,17.0,BOB007,West Bengal,IMPERSONATION,17000.0,customs clearance fee urgent,2024-01-09T14:06:36.000Z,true,2024-01-10,2024-01-08T00:00:00.000Z
e73e8d96-3c77-4eba-8f4c-04a7664004ec,SATARK-74C198B2,8133e27604ca9414,2024-02-14T11:44:47.052Z,KYC,M,RESOLVED,72.0,PNB006,Maharashtra,KYC,2493.7,broadband KYC update fee,2024-02-12T08:31:28.000Z,true,2024-02-14,2024-02-12T00:00:00.000Z
79c5ca58-214c-488e-a7be-4c91dea0e7ca,SATARK-4F03D04A,38601e30fb094fd7,2024-02-01T03:42:55.423Z,KYC,M,OPEN,,INDUS010,Maharashtra,KYC,2816.39,aadhaar KYi link bank account fee,2024-01-30T10:07:20.000Z,true,2024-02-01,2024-01-29T00:00:00.000Z
0d1dcf05-b652-4840-93c0-f9f2f45f84a9,SATARK-ACAE7971,b35fa3db70b31461,2024-02-21T09:12:12.589Z,KYC,S,OPEN,,INDUS010,Madhya Pradesh,KYC,1056.0,paytm KYC update fee urgent,2024-02-20T21:21:42.000Z,true,2024-02-21,2024-02-19T00:00:00.000Z
0f71bb5f-2f31-475c-961c-441e584643ab,SATARK-A2BF8B64,33132ff20573e604,2024-03-28T09:22:00.857Z,LEGITIMATE,XS,OPEN,,BOB007,Gujarat,LEGITIMATE,372.17,fuel,2024-03-25T20:55:32.000Z,true,2024-03-28,2024-03-25T00:00:00.000Z
3edea412-2c8b-4e44-8eed-cee9f6b9777a,SATARK-EA406F89,a679bc37f0422b0d,2024-03-20T20:44:21.437Z,LOTTERY,M,OPEN,,BOB007,Maharashtra,LOTTERY,5905.17,state lottery claim charge,2024-03-17T22:40:01.000Z,true,2024-03-20,2024-03-18T00:00:00.000Z
0ee5e843-7014-4887-9d7f-d9ef9ca0931d,SATARK-660D2528,de7852a7b45aa135,2024-01-15T07:51:48.948Z,IMPERSONATION,M,ESCALATED,,KOTAK005,Telangana,IMPERSONATION,4600.0,tax evasion settlement payment,2024-01-12T21:48:19.000Z,true,2024-01-15,2024-01-15T00:00:00.000Z
4ae1a610-5709-4695-af19-1991c0650c13,SATARK-D27D9AA4,ed9e3cbe79a6df99,2024-01-30T11:54:33.895Z,LOTTERY,S,OPEN,,CANARA008,Odisha,LOTTERY,1788.18,lucky winner advance required,2024-01-29T21:32:20.000Z,true,2024-01-30,2024-01-29T00:00:00.000Z
b7dc4f35-21f7-497e-8014-3e9bd8adfa13,SATARK-700E568A,49d110cf33aeec72,2024-01-13T17:59:40.920Z,LEGITIMATE,S,OPEN,,AXIS004,West Bengal,LEGITIMATE,697.11,insurance premium,2024-01-12T21:22:55.000Z,true,2024-01-13,2024-01-08T00:00:00.000Z
2efc0f1a-e937-4abe-82e9-196547450af6,SATARK-27A561BF,d4d6ae237ff8b453,2024-01-04T22:20:55.257Z,KYC,S,OPEN,,INDUS010,Rajasthan,KYC,1924.19,bijli KYC penalty kal last date aaj hi,2024-01-04T19:10:52.000Z,true,2024-01-04,2024-01-01T00:00:00.000Z
a4c7fd8e-0cb2-4ef6-9e7d-fa59c02e7ace,SATARK-4030C724,95f78e5f0cf972d1,2024-03-25T13:14:24.184Z,KYC,M,RESOLVED,59.0,CANARA008,Gujarat,KYC,3775.61,piped gas KYC penalty payment,2024-03-22T20:27:04.000Z,true,2024-03-25,2024-03-25T00:00:00.000Z
f656f3df-2905-4284-b545-4498392f5408,SATARK-9C4E4390,8386dcde8ad0125d,2024-01-02T23:42:10.371Z,LOTTERY,M,OPEN,,KOTAK005,Kerala,LOTTERY,4446.74,prize money processing charge,2024-01-01T21:01:18.000Z,true,2024-01-02,2024-01-01T00:00:00.000Z
df6a2cda-aaff-49c0-9a57-35a3e6b0305d,SATARK-CE3B7B1E,d4e45ba748e8a241,2024-02-11T17:59:49.043Z,LOTTERY,S,RESOLVED,4.0,INDUS010,Meghalaya,LOTTERY,1063.15,prize money processing charge,2024-02-08T22:14:46.000Z,true,2024-02-11,2024-02-05T00:00:00.000Z
28af88a8-1ea0-4400-9fa1-09953b01a500,SATARK-EEE70FCF,84292ed971aace15,2024-02-27T15:06:38.969Z,LOTTERY,M,ESCALATED,,SBI001,Madhya Pradesh,LOTTERY,6089.73,online lottery winner fee,2024-02-25T22:35:51.000Z,true,2024-02-27,2024-02-26T00:00:00.000Z
c9774b9d-028c-4764-9c07-ea6571fcfb74,SATARK-2C4B02D3,f7774e51dfc5b681,2024-02-16T18:50:03.578Z,LOTTERY,L,OPEN,,BOB007,Tamil Nadu,LOTTERY,12440.78,jackpot claim processing,2024-02-15T21:56:38.000Z,true,2024-02-16,2024-02-12T00:00:00.000Z
89b68c2a-a7bc-4cf3-8777-d325772dd362,SATARK-A87961FE,2199504af19b62a6,2024-03-16T03:59:04.006Z,LOTTERY,M,OPEN,,SBI001,Tamil Nadu,LOTTERY,2785.25,KBC winner advance bhej do,2024-03-13T21:22:39.000Z,true,2024-03-16,2024-03-11T00:00:00.000Z
72d1c2fa-138b-424c-a9e6-c0fd8e77f540,SATARK-F2968351,0daa1965ccefa9ae,2024-03-11T10:42:57.069Z,TECH_SUPPORT,S,OPEN,,AXIS004,Rajasthan,TECH_SUPPORT,1584.89,insurance refund processing fee last date,2024-03-09T17:57:27.000Z,true,2024-03-11,2024-03-11T00:00:00.000Z
97b7f4a6-4582-4db4-80e4-e94d51a9efc1,SATARK-6B0F9BE9,501d4707f8647d99,2024-03-11T22:15:20.666Z,JOB,M,ESCALATED,,BOB007,Maharashtra,JOB,3000.0,naukri registration advance bhejo,2024-03-10T22:58:41.000Z,true,2024-03-11,2024-03-11T00:00:00.000Z
b162f7b8-a397-43f1-a0e9-e1b4cd4b6b82,SATARK-A3A81178,b790d5e1a48a8b6a,2024-02-26T01:20:15.230Z,KYC,S,ESCALATED,,UNION009,Tamil Nadu,KYC,906.9,bank kyc penalty fees urgent payment,2024-02-23T21:56:52.000Z,true,2024-02-26,2024-02-26T00:00:00.000Z
2db32db6-3ba9-42c5-9adf-d716791bc26e,SATARK-D5200E7F,3b450a0a411e5d62,2024-03-04T20:45:05.447Z,IMPERSONATION,L,OPEN,,BOB007,Madhya Pradesh,IMPERSONATION,11350.4,TRAI disconnection penalty fee please,2024-03-03T11:09:19.000Z,true,2024-03-04,2024-03-04T00:00:00.000Z
4a9aaf3e-874a-4dd2-a0a7-97a6b7775695,SATARK-24225770,e1e04d10bbd67f38,2024-01-19T04:03:26.588Z,KYC,M,ESCALATED,,INDUS010,Delhi,KYC,2259.27,electricity disconnection avoid KYC payment ji,2024-01-17T21:16:33.000Z,true,2024-01-19,2024-01-15T00:00:00.000Z
f34528cd-7ce7-47c6-9ea3-60e1be8367e3,SATARK-A0274D10,9d9441608bb53a5c,2024-03-20T07:38:49.423Z,JOB,S,RESOLVED,57.0,INDUS010,West Bengal,JOB,1392.19,Dubai job visa processing fee,2024-03-17T21:43:56.000Z,true,2024-03-20,2024-03-18T00:00:00.000Z
890c1f9d-6a70-4547-a579-d380ee2d302a,SATARK-8A95F749,9f870e37cdf2087f,2024-01-31T21:03:06.081Z,EMERGENCY,XL,OPEN,,HDFC002,Uttar Pradesh,EMERGENCY,50000.0,bail money friend in trouble,2024-01-30T22:36:41.000Z,true,2024-01-31,2024-01-29T00:00:00.000Z
1b386bd3-8977-4fa3-864c-9eace8ecd386,SATARK-19CECA43,9490ff2e9e08ab8a,2024-04-01T17:59:34.331Z,TECH_SUPPORT,M,OPEN,,KOTAK005,Karnataka,TECH_SUPPORT,3877.0,laptop warranty refund charge,2024-03-29T21:48:55.000Z,true,2024-04-01,2024-04-01T00:00:00.000Z
58633d0e-7a32-43fe-9602-0372bd6c8225,SATARK-FF57DED7,23210a2feeb6e5f8,2024-02-02T13:35:00.823Z,LEGITIMATE,S,OPEN,,SBI001,Mizoram,LEGITIMATE,1275.26,anniversary gift,2024-01-31T19:09:10.000Z,true,2024-02-02,2024-01-29T00:00:00.000Z
d5839780-2194-4943-b062-f55ee428f46d,SATARK-0CBF7F45,15680549a7d8c186,2024-02-07T12:42:08.777Z,LOTTERY,S,ESCALATED,,PNB006,Karnataka,LOTTERY,1176.57,winning amount release fee,2024-02-05T22:38:19.000Z,true,2024-02-07,2024-02-05T00:00:00.000Z
91b9906d-8ec9-4bfc-a826-65b9c66a8362,SATARK-4D82392E,59ec53be9eab97ce,2024-01-05T13:26:53.738Z,IMPERSONATION,M,OPEN,,KOTAK005,Maharashtra,IMPERSONATION,4700.0,IT department penalty fee,2024-01-05T11:52:30.000Z,true,2024-01-05,2024-01-01T00:00:00.000Z
f6d76865-507f-4b8c-b445-e7e62992467b,SATARK-0B89AE17,05a5d7ae5ef2b7ea,2024-02-07T23:22:28.072Z,KYC,S,OPEN,,KOTAK005,Bihar,KYC,554.11,indane gas KYC fee urgent,2024-02-05T20:20:54.000Z,true,2024-02-07,2024-02-05T00:00:00.000Z
bd8e902d-7e89-4723-9288-f3db6352d51e,SATARK-8DC15E19,cbb04204daddbea5,2024-03-21T22:32:17.667Z,LOTTERY,M,OPEN,,ICICI003,West Bengal,LOTTERY,6500.0,lucky draw winner advance,2024-03-19T20:37:43.000Z,true,2024-03-21,2024-03-18T00:00:00.000Z
29055fcd-ec79-44ff-89ce-0b41ed0f666d,SATARK-9D74B81A,460d12752d7b6b41,2024-02-05T11:28:19.723Z,LEGITIMATE,S,OPEN,,CANARA008,Punjab,LEGITIMATE,506.4,school fees,2024-02-03T16:55:10.000Z,true,2024-02-05,2024-02-05T00:00:00.000Z
383147ba-41ac-45e0-be39-6ed1fc817d8a,SATARK-C327C16C,3fecb6c7111bfa39,2024-02-11T22:20:26.296Z,KYC,M,OPEN,,CANARA008,Karnataka,KYC,3006.56,HDFC KYC penalty payment,2024-02-10T20:44:46.000Z,true,2024-02-11,2024-02-05T00:00:00.000Z
b3959ec5-efc8-4aee-8883-bb5f1ffa800d,SATARK-11AD3B65,071215a140f420d9,2024-01-10T03:01:55.446Z,KYC,S,ESCALATED,,KOTAK005,Karnataka,KYC,1200.0,indane gas KYC fee urgent,2024-01-08T22:01:16.000Z,true,2024-01-10,2024-01-08T00:00:00.000Z
1af442d5-17b0-419f-a600-8950acf10637,SATARK-755FABDB,d904ec6e11a6ea95,2024-03-11T23:47:46.182Z,TECH_SUPPORT,M,OPEN,,SBI001,Bihar,TECH_SUPPORT,2600.0,flipkart cashback unfock fee,2024-03-11T20:03:53.000Z,true,2024-03-11,2024-03-11T00:00:00.000Z
b258f9cd-e2b0-45fa-a849-ca802d63e99e,SATARK-637664BE,06fb16055c0b6232,2024-02-06T22:44:32.002Z,KYC,M,OPEN,,HDFC002,Kerala,KYC,2600.0,sim kyc update nahi toh band hoga,2024-02-05T20:43:47.000Z,true,2024-02-06,2024-02-05T00:00:00.000Z
037f03ea-60fd-4244-b24c-e7f97f1107bb,SATARK-C523259F,f7adac7e6c517cdd,2024-03-09T11:30:17.835Z,LEGITIMATE,S,ESCALATED,,INDUS010,Telangana,LEGITIMATE,992.47,tiffin payment,2024-03-09T06:03:20.000Z,true,2024-03-09,2024-03-04T00:00:00.000Z
9ab3803c-4c2e-4a09-8625-ed4848094e29,SATARK-8CA5C14E,8cbae0bfdc8ee900,2024-01-19T02:21:02.472Z,KYC,S,OPEN,,BOB007,Jharkhand,KYC,1551.17,SIM card KYC verification charge,2024-01-17T16:26:43.000Z,true,2024-01-19,2024-01-15T00:00:00.000Z
37dc5801-c8e8-48ce-ac1b-75eec43ebc85,SATARK-F5B0C3B7,29e2547198f29469,2024-02-04T04:21:36.277Z,LEGITIMATE,S,OPEN,,CANARA008,Delhi,LEGITIMATE,719.28,please bhai ka birthday,2024-02-03T20:04:57.000Z,true,2024-02-04,2024-01-29T00:00:00.000Z
d30036cf-bf26-466c-a599-8d010fff483c,SATARK-FE4E02C1,3a1ff38046574ed8,2024-01-31T14:20:10.076Z,LEGITIMATE,M,ESCALATED,,HDFC002,Karnataka,LEGITIMATE,3030.82,mobile screen repair kal tak,2024-01-31T07:20:53.000Z,true,2024-01-31,2024-01-29T00:00:00.000Z
b306ab42-4243-464f-89cd-0b1cfe2ad527,SATARK-F0D7698D,d610279a3f2bb88b,2024-03-27T09:34:13.429Z,KYC,S,OPEN,,HDFC002,Karnataka,KYC,1198.21,debit card KYC verification fee,2024-03-26T20:17:24.000Z,true,2024-03-27,2024-03-25T00:00:00.000Z
87b237df-fe0c-4933-87d8-636dc2708bbd,SATARK-5F71BF38,829314d12c6b090e,2024-01-08T01:36:57.035Z,IMPERSONATION,M,OPEN,,ICICI003,Karnataka,IMPERSONATION,4788.55,police station verification fee,2024-01-06T21:58:01.000Z,true,2024-01-08,2024-01-08T00:00:00.000Z
2f4181af-0b85-48e8-a2e7-43806623ee70,SATARK-BDEB8D7F,cd709967815bfc8b,2024-03-28T00:54:38.948Z,LEGITIMATE,M,OPEN,,INDUS010,Rajasthan,LEGITIMATE,2775.38,security deposit,2024-03-25T10:20:43.000Z,true,2024-03-28,2024-03-25T00:00:00.000Z
f6aa8949-d67b-42cc-994e-df331eb1aceb,SATARK-1B6A0B44,748bce2a3ff4e397,2024-03-30T18:55:48.126Z,KYC,M,OPEN,,ICICI003,West Bengal,KYC,5000.0,debit card KYC verification fee,2024-03-27T22:13:16.000Z,true,2024-03-30,2024-03-25T00:00:00.000Z
8f6d27a9-33d9-44d3-9255-977b82b4944b,SATARK-13F838B5,fda2bd7fd715a470,2024-03-05T16:53:24.322Z,LOTTERY,M,OPEN,,HDFC002,Bihar,LOTTERY,4800.0,kindly winning amount release fee sir,2024-03-03T11:55:34.000Z,true,2024-03-05,2024-03-04T00:00:00.000Z
2f64a98a-18f9-4308-86f6-f9777f7c6180,SATARK-1C9F33C4,b35b58be5b38cb3f,2024-02-06T00:15:51.385Z,LEGITIMATE,L,OPEN,,SBI001,Haryana,LEGITIMATE,23422.77,reimbursement,2024-02-05T07:16:32.000Z,true,2024-02-06,2024-02-05T00:00:00.000Z
0e69dc72-331b-40d2-9ba6-7ecceb8c3a10,SATARK-94C4BB5C,d894e7959ef14c80,2024-02-21T02:02:46.237Z,EMERGENCY,L,OPEN,,CANARA008,Odisha,EMERGENCY,35662.52,ICU deposit advance urgent,2024-02-20T22:28:45.000Z,true,2024-02-21,2024-02-19T00:00:00.000Z
80475b03-0a99-4d9a-86ec-e30642224788,SATARK-3DB91B3A,52090db3166ac726,2024-01-12T16:27:32.733Z,LEGITIMATE,XS,OPEN,,UNION009,Delhi,LEGITIMATE,168.72,house warming,2024-01-12T13:47:14.000Z,true,2024-01-12,2024-01-08T00:00:00.000Z
78fd5eb6-dc26-4cef-a901-aefbcc68eee1,SATARK-CD2E8B28,dea619062103cbc9,2024-03-25T23:34:01.845Z,LEGITIMATE,S,OPEN,,SBI001,Gujarat,LEGITIMATE,780.92,light bill,2024-03-25T20:37:08.000Z,true,2024-03-25,2024-03-25T00:00:00.000Z
7cc8b1ff-4825-498f-aeab-c144589145ae,SATARK-E34AF82E,9ab4cb0c9d9bb9b9,2024-03-13T03:34:40.696Z,IMPERSONATION,L,OPEN,,ICICI003,Maharashtra,IMPERSONATION,24408.29,IT department penalty fee last date,2024-03-11T22:25:25.000Z,true,2024-03-13,2024-03-11T00:00:00.000Z
27951cca-2c59-4272-824a-9155dfc5fcdf,SATARK-3C2C3443,d5895c873771196b,2024-01-19T18:34:06.591Z,KYC,M,OPEN,,ICICI003,Karnataka,KYC,5000.0,airtel KYC update charge urgent,2024-01-18T20:54:53.000Z,true,2024-01-19,2024-01-15T00:00:00.000Z
33380186-84ac-4d0d-b3db-de693b2e12b1,SATARK-0313D23F,e21d2c7d8c854287,2024-02-05T17:35:13.377Z,JOB,M,OPEN,,UNION009,Maharashtra,JOB,3400.0,kindly ID card processing job fee,2024-02-03T21:33:23.000Z,true,2024-02-05,2024-02-05T00:00:00.000Z
9246721b-a5af-4245-9d34-c172eccb19d0,SATARK-4F6963A0,72c199e61de0a9f7,2024-01-24T20:01:21.567Z,LOTTERY,S,ESCALATED,,INDUS010,Telangana,LOTTERY,1000.0,lottery claim advance payment,2024-01-21T21:05:24.000Z,true,2024-01-24,2024-01-22T00:00:00.000Z
2660cf3a-9775-41c9-a462-d7454c63b744,SATARK-8B544C9C,7b2b3de27ab3bf2f,2024-03-27T20:18:05.264Z,LOTTERY,S,OPEN,,SBI001,Goa,LOTTERY,1000.0,WhatsApp lottery winner fee last date,2024-03-26T14:48:39.000Z,true,2024-03-27,2024-03-25T00:00:00.000Z
fb922b57-008a-45df-b023-523587b6d06a,SATARK-CF1F9318,6a61650139708567,2024-02-08T19:09:56.508Z,JOB,M,OPEN,,PNB006,Gujarat,JOB,3410.51,uniform deposit job advance,2024-02-05T20:16:08.000Z,true,2024-02-08,2024-02-05T00:00:00.000Z
e4e1b7b1-6bd7-4aed-b09f-d1b404e8c482,SATARK-175059C2,6368f973fee39a58,2024-01-11T06:40:48.927Z,TECH_SUPPORT,S,OPEN,,CANARA008,Telangana,TECH_SUPPORT,886.75,customer care refund fee,2024-01-09T20:01:12.000Z,true,2024-01-11,2024-01-08T00:00:00.000Z
d695aded-02f9-482f-991c-171b9989117a,SATARK-00B3C741,da63b10928b177fd,2024-02-24T05:34:16.756Z,KYC,M,OPEN,,CANARA008,Maharashtra,KYC,2200.0,phonepe KYC verification charge,2024-02-23T21:32:39.000Z,true,2024-02-24,2024-02-19T00:00:00.000Z
dba44ac7-5aa2-4af3-9ac4-6f72c78a663d,SATARK-CB40E7CA,01850f7b34cceb51,2024-02-16T06:25:01.448Z,EMERGENCY,L,OPEN,,SBI001,Odisha,EMERGENCY,21995.89,ICU deposit advance urgent,2024-02-13T13:25:08.000Z,true,2024-02-16,2024-02-12T00:00:00.000Z
c26fb9c7-bf24-436d-adab-b64da88820c4,SATARK-FE5C3099,3fc6dc0e847f741a,2024-02-03T21:09:20.108Z,LOTTERY,S,OPEN,,BOB007,Mizoram,LOTTERY,1922.88,jeet ka inam processing,2024-02-03T08:10:20.000Z,true,2024-02-03,2024-01-29T00:00:00.000Z
2530f660-f8f9-4dbc-ba0c-e951057ef81b,SATARK-A60174D3,f64c0760ecfb5184,2024-03-18T20:20:41.014Z,LEGITIMATE,L,OPEN,,BOB007,Maharashtra,LEGITIMATE,46678.92,piped gas,2024-03-17T18:24:17.000Z,true,2024-03-18,2024-03-18T00:00:00.000Z
ad40cb38-b4ad-40e9-8b59-a5269261c716,SATARK-19FD7A13,b9d4a9f5b13ed2b8,2024-03-14T16:07:27.162Z,KYC,S,OPEN,,HDFC002,Gujarat,KYC,1900.0,bijli KYC penalty kal last date,2024-03-13T16:19:13.000Z,true,2024-03-14,2024-03-11T00:00:00.000Z
d03830de-1326-4c69-812c-41a704b88087,SATARK-466DA97A,74236f2a5906eba6,2024-03-14T09:19:15.358Z,KYC,S,OPEN,,PNB006,Maharashtra,KYC,1408.74,electricity KYC penalty avoid disconnection,2024-03-13T21:54:06.000Z,true,2024-03-14,2024-03-11T00:00:00.000Z
93db34d9-f330-4ff6-bc55-e7fa20ba330f,SATARK-2CA46B2B,ca12a8162fca383e,2024-02-01T12:40:17.478Z,TECH_SUPPORT,M,OPEN,,AXIS004,Karnataka,TECH_SUPPORT,2700.0,flipkart cashback unlock fee,2024-01-29T21:04:49.000Z,true,2024-02-01,2024-01-29T00:00:00.000Z
0d480202-632c-457d-8041-40f29d1170db,SATARK-0F79135C,4c300cff7a523578,2024-03-06T00:05:58.657Z,LOTTERY,L,OPEN,,BOB007,Uttar Pradesh,LOTTERY,20700.0,KBC winner processinr fee,2024-03-03T07:22:17.000Z,true,2024-03-06,2024-03-04T00:00:00.000Z
f9700773-c945-4f76-91dc-e9ef5d0fda65,SATARK-9BF6DB81,70e9a4102bf5390c,2024-01-10T03:11:46.204Z,TECH_SUPPORT,M,RESOLVED,8.0,PNB006,Jharkhand,TECH_SUPPORT,4200.0,computergvirus removal fee,2024-01-08T20:57:10.000Z,true,2024-01-10,2024-01-08T00:00:00.000Z
f9f2760d-baee-47ee-961e-ba9625c134ee,SATARK-E4CFEBA2,1a0f1935144dc670,2024-03-15T01:11:19.241Z,TECH_SUPPORT,M,OPEN,,CANARA008,Uttar Pradesh,TECH_SUPPORT,2800.0,Microsoft refund processing fee,2024-03-12T20:50:27.000Z,true,2024-03-15,2024-03-11T00:00:00.000Z
3f9403fb-bea1-4480-88fe-c33202bb29dc,SATARK-12A67400,051defbb21b82e3d,2024-01-15T18:54:54.490Z,KYC,S,RESOLVED,5.0,AXIS004,Odisha,KYC,1375.98,important internet connection KYC penalty,2024-01-12T21:24:13.000Z,true,2024-01-15,2024-01-15T00:00:00.000Z
5a3ef5de-9996-4054-9ac4-0adeb9b919b8,SATARK-0607B1C1,09f946d6ffc727e5,2024-03-11T06:31:35.944Z,IMPERSONATION,M,RESOLVED,54.0,AXIS004,Haryana,IMPERSONATION,3989.61,RBI penalty compliance payment,2024-03-09T22:01:57.000Z,true,2024-03-11,2024-03-11T00:00:00.000Z
