txn_hour,txn_dow,sender_state,total_txns,fraud_txns,total_amount,avg_amount,vpn_count,new_device_count,fraud_rate_pct,day_name
7,2,Chhattisgarh,3,1,7381.99,2460.6633333333334,0,2,33.33,Monday
18,3,Chhattisgarh,22,0,46665.399999999994,2121.1545454545453,1,4,0.0,Tuesday
20,6,Goa,18,3,115435.81000000001,6413.100555555557,0,3,16.67,Friday
13,6,Goa,3,0,10065.73,3355.2433333333333,0,0,0.0,Friday
17,4,Bihar,13,2,15488.649999999998,1191.4346153846152,0,3,15.38,Wednesday
17,1,Punjab,16,0,56700.280000000006,3543.7675000000004,1,0,0.0,Sunday
16,5,Arunachal Pradesh,4,0,3318.8500000000004,829.7125000000001,0,2,0.0,Thursday
6,3,Assam,4,0,21725.34,5431.335,0,0,0.0,Tuesday
11,1,Odisha,13,1,22348.940000000002,1719.149230769231,2,3,7.69,Sunday
15,1,Nagaland,5,0,10666.26,2133.252,0,0,0.0,Sunday
15,4,Assam,7,0,49511.090000000004,7073.012857142858,0,0,0.0,Wednesday
7,6,Arunachal Pradesh,7,1,9877.85,1411.1214285714286,0,3,14.29,Friday
9,6,Assam,12,1,52544.939999999995,4378.745,0,1,8.33,Friday
17,7,Himachal Pradesh,13,0,37572.89,2890.222307692308,0,3,0.0,Saturday
10,7,Uttarakhand,11,2,27654.979999999996,2514.0890909090904,1,1,18.18,Saturday
6,7,Uttarakhand,5,0,17388.24,3477.648,0,1,0.0,Saturday
12,7,Uttarakhand,8,0,17471.45,2183.93125,0,0,0.0,Saturday
8,4,Chhattisgarh,5,0,10306.679999999998,2061.336,0,0,0.0,Wednesday
8,3,Assam,7,1,12989.359999999999,1855.622857142857,0,1,14.29,Tuesday
17,3,Chhattisgarh,2,0,20004.04,10002.02,0,0,0.0,Tuesday
7,2,Uttarakhand,6,0,29447.09,4907.848333333333,1,1,0.0,Monday
15,4,Nagaland,3,1,7552.24,2517.4133333333334,0,1,33.33,Wednesday
22,7,Kerala,10,10,32103.2,3210.32,1,7,100.0,Saturday
7,2,Himachal Pradesh,4,0,5471.63,1367.9075,0,0,0.0,Monday
15,1,Manipur,4,1,34918.659999999996,8729.664999999999,1,1,25.0,Sunday
22,7,Mizoram,1,1,780.09,780.09,1,0,100.0,Saturday
7,2,Odisha,11,0,20056.98,1823.361818181818,1,1,0.0,Monday
18,7,Mizoram,15,0,35006.04,2333.736,1,3,0.0,Saturday
14,6,Chhattisgarh,7,0,18001.02,2571.574285714286,0,2,0.0,Friday
14,2,Uttarakhand,5,0,2798.2799999999997,559.656,0,0,0.0,Monday
13,6,Tripura,2,0,3061.75,1530.875,0,0,0.0,Friday
21,4,Manipur,10,1,98990.88999999998,9899.088999999998,0,3,10.0,Wednesday
10,6,Goa,3,0,4205.13,1401.71,0,0,0.0,Friday
6,2,Goa,3,1,1862.7800000000002,620.9266666666667,0,1,33.33,Monday
11,2,Goa,3,0,3422.44,1140.8133333333333,0,0,0.0,Monday
8,3,Goa,3,1,10775.64,3591.8799999999997,0,1,33.33,Tuesday
6,5,Nagaland,3,0,4052.77,1350.9233333333334,0,0,0.0,Thursday
22,7,Meghalaya,4,4,33381.04,8345.26,0,2,100.0,Saturday
8,2,Goa,2,1,24599.9,12299.95,0,0,50.0,Monday
9,7,Goa,5,0,3786.38,757.2760000000001,0,1,0.0,Saturday
17,7,Mizoram,7,0,22457.0,3208.1428571428573,0,0,0.0,Saturday
7,4,Manipur,2,0,2888.67,1444.335,0,0,0.0,Wednesday
8,1,Chhattisgarh,3,0,10960.1,3653.366666666667,0,0,0.0,Sunday
9,3,Tripura,3,1,17315.399999999998,5771.799999999999,1,0,33.33,Tuesday
22,5,Arunachal Pradesh,4,4,29525.58,7381.395,1,1,100.0,Thursday
6,5,Meghalaya,5,1,4747.5599999999995,949.512,0,1,20.0,Thursday
11,5,Goa,2,0,549.35,274.675,0,0,0.0,Thursday
14,2,Manipur,2,0,546.6,273.3,0,0,0.0,Monday
22,2,Tripura,1,1,1500.0,1500.0,1,0,100.0,Monday
17,6,Meghalaya,5,1,7131.71,1426.342,0,1,20.0,Friday
16,1,Tripura,2,0,3659.96,1829.98,0,0,0.0,Sunday
22,4,Chhattisgarh,3,2,4716.92,1572.3066666666666,1,1,66.67,Wednesday
14,7,Meghalaya,2,0,2911.58,1455.79,0,0,0.0,Saturday
16,1,Goa,1,0,1066.85,1066.85,0,1,0.0,Sunday
11,3,Odisha,19,0,50715.91,2669.2584210526315,0,3,0.0,Tuesday
6,1,Assam,6,0,118186.26000000001,19697.710000000003,0,1,0.0,Sunday
20,5,Maharashtra,464,57,1699933.3900000018,3663.649547413797,15,71,12.28,Thursday
21,7,Karnataka,264,37,833903.5799999995,3158.72568181818,8,42,14.02,Saturday
19,7,Delhi,165,4,779812.5400000003,4726.136606060608,3,18,2.42,Saturday
19,3,Jharkhand,58,3,218095.73000000004,3760.2712068965525,1,3,5.17,Tuesday
9,6,Jharkhand,21,1,60994.01,2904.476666666667,0,3,4.76,Friday
18,6,Uttar Pradesh,174,0,648937.54,3729.5260919540233,3,18,0.0,Friday
12,4,Jharkhand,14,1,45673.840000000004,3262.417142857143,0,1,7.14,Wednesday
21,2,Nagaland,21,0,72145.44,3435.497142857143,0,1,0.0,Monday
11,3,West Bengal,47,4,121938.25999999997,2594.4310638297866,3,7,8.51,Tuesday
19,3,Tamil Nadu,216,2,689560.07,3192.4077314814813,6,18,0.93,Tuesday
10,7,Tamil Nadu,90,2,260352.96,2892.8106666666667,0,6,2.22,Saturday
8,3,Telangana,51,4,141590.99999999997,2776.294117647058,0,5,7.84,Tuesday
18,1,Telangana,178,1,446268.67000000004,2507.1273595505622,6,9,0.56,Sunday
6,2,Karnataka,83,6,534124.02,6435.229156626507,6,12,7.23,Monday
20,3,Karnataka,283,36,1041542.0399999998,3680.360565371024,12,51,12.72,Tuesday
20,1,Maharashtra,413,62,1671110.8999999994,4046.273365617432,17,62,15.01,Sunday
15,1,Madhya Pradesh,29,1,105083.66000000002,3623.5744827586213,1,1,3.45,Sunday
12,2,Karnataka,93,2,340250.38,3658.6062365591397,4,10,2.15,Monday
22,5,Delhi,15,15,63511.530000000006,4234.102000000001,5,10,100.0,Thursday
15,2,Tamil Nadu,72,5,436035.38999999996,6056.047083333333,0,8,6.94,Monday
10,5,Tamil Nadu,86,2,227828.21000000008,2649.1652325581404,1,13,2.33,Thursday
18,4,Chhattisgarh,23,0,32407.380000000005,1409.0165217391307,1,3,0.0,Wednesday
17,2,Chhattisgarh,6,1,18659.2,3109.866666666667,0,0,16.67,Monday
21,1,Uttarakhand,21,4,78766.65000000001,3750.7928571428574,1,7,19.05,Sunday
19,7,Bihar,45,1,134291.86000000004,2984.2635555555566,3,6,2.22,Saturday
17,1,Madhya Pradesh,33,2,182521.25000000003,5530.946969696971,2,1,6.06,Sunday
22,3,Maharashtra,52,49,292136.37000000005,5618.007115384617,11,33,94.23,Tuesday
15,4,Gujarat,61,2,159305.19,2611.5604918032786,3,5,3.28,Wednesday
6,3,Andhra Pradesh,25,0,115770.23999999998,4630.809599999999,0,3,0.0,Tuesday
14,3,Tamil Nadu,71,3,284185.17000000004,4002.6080281690147,1,9,4.23,Tuesday
13,5,Delhi,64,2,209121.62999999995,3267.525468749999,1,6,3.13,Thursday
6,1,Bihar,8,0,67551.53,8443.94125,1,1,0.0,Sunday
16,6,West Bengal,64,4,364551.9500000001,5696.124218750002,1,5,6.25,Friday
16,2,West Bengal,51,2,103155.35999999999,2022.6541176470585,0,6,3.92,Monday
10,4,West Bengal,43,5,97758.56000000003,2273.454883720931,2,6,11.63,Wednesday
10,5,Telangana,69,1,242537.02999999997,3515.0294202898544,0,11,1.45,Thursday
11,5,Telangana,75,4,231030.29000000004,3080.403866666667,4,9,5.33,Thursday
15,2,Telangana,77,2,305987.7,3973.866233766234,3,9,2.6,Monday
7,5,Punjab,21,2,76121.66,3624.8409523809523,0,3,9.52,Thursday
22,1,Maharashtra,52,51,428002.4099999999,8230.815576923076,10,31,98.08,Sunday
12,5,Madhya Pradesh,33,0,108963.43,3301.922121212121,2,5,0.0,Thursday
14,1,Uttar Pradesh,69,4,165260.02000000002,2395.072753623189,0,10,5.8,Sunday
21,7,Andhra Pradesh,95,8,307338.82,3235.1454736842106,4,14,8.42,Saturday
20,4,Andhra Pradesh,117,12,313353.20999999996,2678.2325641025636,6,24,10.26,Wednesday
8,6,Andhra Pradesh,22,4,56616.619999999995,2573.482727272727,2,3,18.18,Friday
12,7,Karnataka,93,2,318752.5500000001,3427.4467741935496,2,10,2.15,Saturday
11,4,Tamil Nadu,71,2,246935.88000000003,3477.970140845071,2,9,2.82,Wednesday
14,5,Telangana,72,3,144881.3500000001,2012.2409722222235,2,9,4.17,Thursday
20,2,Bihar,57,10,137016.07000000007,2403.790701754387,2,10,17.54,Monday
20,1,Assam,25,2,46852.630000000005,1874.1052000000002,1,4,8.0,Sunday
6,7,Assam,8,1,65337.6,8167.2,1,0,12.5,Saturday
7,7,Odisha,13,0,188925.68,14532.744615384614,1,0,0.0,Saturday
15,1,Chhattisgarh,6,0,9242.98,1540.4966666666667,0,2,0.0,Sunday
20,4,Arunachal Pradesh,19,4,105872.42,5572.232631578947,1,3,21.05,Wednesday
18,3,Haryana,58,1,212001.92,3655.2055172413793,3,10,1.72,Tuesday
8,6,Haryana,25,1,46109.47,1844.3788,0,1,4.0,Friday
8,4,Maharashtra,119,6,285888.41,2402.423613445378,7,11,5.04,Wednesday
7,7,Kerala,21,2,71040.34,3382.873333333333,1,3,9.52,Saturday
11,4,Telangana,65,3,238786.55000000002,3673.639230769231,3,4,4.62,Wednesday
20,3,Andhra Pradesh,101,9,282116.08,2793.228514851485,3,13,8.91,Tuesday
14,6,Andhra Pradesh,34,0,123651.33000000002,3636.803823529412,1,2,0.0,Friday
18,2,Meghalaya,16,0,124890.82,7805.67625,0,1,0.0,Monday
14,5,West Bengal,62,3,291641.5800000001,4703.8964516129045,2,6,4.84,Thursday
15,1,Tamil Nadu,74,8,259931.00999999998,3512.581216216216,2,6,10.81,Sunday
21,6,Goa,13,2,41158.42,3166.0323076923078,1,3,15.38,Friday
21,5,Goa,12,1,23014.660000000003,1917.8883333333335,1,3,8.33,Thursday
13,6,Haryana,18,0,68471.17000000001,3803.9538888888897,1,2,0.0,Friday
22,5,Bihar,11,11,47556.81,4323.346363636363,2,5,100.0,Thursday
9,7,Mizoram,6,0,3497.1900000000005,582.8650000000001,0,1,0.0,Saturday
7,3,Tamil Nadu,63,5,158655.65999999992,2518.343809523808,0,4,7.94,Tuesday
16,4,Punjab,30,2,170038.35,5667.945000000001,1,2,6.67,Wednesday
10,6,Maharashtra,136,4,354560.85,2607.0650735294116,3,17,2.94,Friday
7,4,Haryana,13,1,37718.70999999999,2901.43923076923,0,3,7.69,Wednesday
17,6,Andhra Pradesh,27,1,50801.469999999994,1881.5359259259258,1,2,3.7,Friday
6,6,Assam,4,0,7144.59,1786.1475,0,0,0.0,Friday
20,7,Punjab,75,10,288614.4299999999,3848.1923999999985,3,15,13.33,Saturday
13,2,Rajasthan,38,0,76677.08,2017.8178947368422,1,7,0.0,Monday
13,4,Delhi,73,4,258871.13999999996,3546.1799999999994,3,7,5.48,Wednesday
15,4,Tamil Nadu,88,5,328358.4,3731.3454545454547,4,11,5.68,Wednesday
6,2,Rajasthan,39,1,99071.20999999998,2540.2874358974354,0,6,2.56,Monday
16,3,Punjab,23,1,143470.63,6237.853478260869,1,5,4.35,Tuesday
21,6,Nagaland,17,0,46585.340000000004,2740.314117647059,0,1,0.0,Friday
22,3,Punjab,11,11,61512.25,5592.022727272727,2,9,100.0,Tuesday
18,6,Delhi,172,1,698509.4399999998,4061.1013953488364,3,22,0.58,Friday
13,4,Telangana,70,4,307287.1199999999,4389.815999999998,0,3,5.71,Wednesday
20,4,Bihar,46,4,149614.46,3252.4882608695652,3,4,8.7,Wednesday
18,4,Haryana,82,0,308719.85,3764.876219512195,2,11,0.0,Wednesday
21,1,Kerala,69,8,303096.13999999984,4392.697681159418,2,12,11.59,Sunday
20,3,Nagaland,11,1,22216.62,2019.692727272727,1,1,9.09,Tuesday
10,7,Meghalaya,3,0,5525.42,1841.8066666666666,0,0,0.0,Saturday
9,4,Meghalaya,4,0,1783.4199999999998,445.85499999999996,0,0,0.0,Wednesday
15,6,Meghalaya,5,1,18432.04,3686.4080000000004,0,1,20.0,Friday
17,2,Jharkhand,15,2,54717.33,3647.822,1,3,13.33,Monday
10,7,Jharkhand,25,0,33479.95999999999,1339.1983999999998,0,2,0.0,Saturday
7,1,Punjab,17,1,57409.8,3377.0470588235294,0,2,5.88,Sunday
8,6,Madhya Pradesh,15,1,57015.009999999995,3801.0006666666663,0,1,6.67,Friday
17,4,Himachal Pradesh,15,0,46582.09,3105.4726666666666,0,0,0.0,Wednesday
18,5,Andhra Pradesh,103,3,309147.42000000004,3001.4312621359227,2,7,2.91,Thursday
18,7,Delhi,157,3,522330.6800000001,3326.9470063694275,5,28,1.91,Saturday
7,7,Haryana,24,1,66476.10999999999,2769.837916666666,0,2,4.17,Saturday
17,2,Uttarakhand,8,0,11328.5,1416.0625,0,2,0.0,Monday
16,4,Uttarakhand,11,1,60665.73,5515.066363636364,0,2,9.09,Wednesday
16,6,Odisha,22,1,38603.11,1754.6868181818181,0,3,4.55,Friday
17,5,Odisha,6,0,21007.600000000002,3501.266666666667,0,0,0.0,Thursday
22,5,Odisha,5,5,25524.609999999997,5104.922,1,3,100.0,Thursday
11,2,Andhra Pradesh,34,0,91618.20000000001,2694.652941176471,1,6,0.0,Monday
6,3,Chhattisgarh,5,0,28190.45,5638.09,0,1,0.0,Tuesday
21,1,Chhattisgarh,23,5,114701.37000000001,4987.0160869565225,0,6,21.74,Sunday
13,5,Arunachal Pradesh,6,0,17034.730000000003,2839.1216666666674,0,1,0.0,Thursday
12,2,Chhattisgarh,8,0,8735.54,1091.9425,0,1,0.0,Monday
9,7,Uttarakhand,6,0,5681.34,946.89,1,3,0.0,Saturday
8,7,Manipur,6,0,7212.240000000002,1202.0400000000002,1,1,0.0,Saturday
22,1,Manipur,2,2,2000.0,1000.0,0,1,100.0,Sunday
11,6,Tripura,7,0,3672.0600000000004,524.58,0,1,0.0,Friday
18,3,Tripura,16,0,115998.59,7249.911875,0,1,0.0,Tuesday
21,2,Himachal Pradesh,32,9,139457.00999999998,4358.031562499999,2,7,28.13,Monday
20,5,Manipur,15,2,65175.58,4345.038666666666,2,3,13.33,Thursday
19,1,Manipur,10,1,20587.48,2058.748,0,3,10.0,Sunday
20,7,Uttarakhand,28,6,69095.23000000001,2467.686785714286,2,7,21.43,Saturday
22,7,Assam,4,4,90193.39,22548.3475,2,1,100.0,Saturday
17,5,Uttarakhand,12,0,27406.58,2283.8816666666667,0,3,0.0,Thursday
10,5,Rajasthan,48,0,231001.71999999997,4812.535833333332,0,5,0.0,Thursday
11,6,Assam,7,0,5253.860000000001,750.5514285714287,0,0,0.0,Friday
21,3,Arunachal Pradesh,17,2,40848.450000000004,2402.8500000000004,2,5,11.76,Tuesday
14,5,Meghalaya,7,0,16741.3,2391.6142857142854,0,1,0.0,Thursday
9,6,Kerala,15,1,63204.329999999994,4213.621999999999,0,1,6.67,Friday
19,1,Kerala,54,2,194465.56999999998,3601.214259259259,2,8,3.7,Sunday
6,5,Odisha,15,1,63858.659999999996,4257.244,1,1,6.67,Thursday
10,2,Mizoram,5,0,6156.4,1231.28,0,0,0.0,Monday
12,6,Odisha,15,0,77551.84,5170.122666666666,0,1,0.0,Friday
16,2,Meghalaya,7,1,19489.59,2784.227142857143,0,0,14.29,Monday
9,3,Bihar,10,1,23295.92,2329.5919999999996,1,1,10.0,Tuesday
11,2,Bihar,19,2,63625.130000000005,3348.691052631579,1,3,10.53,Monday
18,6,Manipur,11,0,19171.149999999998,1742.8318181818179,0,1,0.0,Friday
12,5,Haryana,24,0,55497.22999999999,2312.384583333333,0,3,0.0,Thursday
10,3,Uttarakhand,8,1,17952.51,2244.06375,1,2,12.5,Tuesday
13,4,Kerala,21,2,76433.15999999999,3639.6742857142854,1,4,9.52,Wednesday
16,6,Mizoram,3,0,2711.4900000000002,903.83,0,0,0.0,Friday
14,7,Manipur,3,0,1390.63,463.54333333333335,0,1,0.0,Saturday
7,1,Chhattisgarh,2,1,3969.82,1984.91,0,1,50.0,Sunday
15,3,Chhattisgarh,8,0,9469.36,1183.67,0,3,0.0,Tuesday
12,6,Arunachal Pradesh,5,0,5093.21,1018.642,0,0,0.0,Friday
7,4,Jharkhand,8,0,45553.24,5694.155,0,0,0.0,Wednesday
9,1,Mizoram,4,0,40532.68,10133.17,0,2,0.0,Sunday
11,5,Manipur,6,0,26835.670000000002,4472.611666666667,0,0,0.0,Thursday
16,1,Manipur,7,1,10836.650000000001,1548.0928571428574,0,2,14.29,Sunday
7,5,Himachal Pradesh,1,0,777.66,777.66,0,0,0.0,Thursday
17,1,Bihar,17,0,124412.02000000002,7318.35411764706,1,2,0.0,Sunday
9,2,Uttarakhand,11,0,46039.340000000004,4185.394545454546,0,2,0.0,Monday
12,5,Odisha,19,0,38478.310000000005,2025.174210526316,1,3,0.0,Thursday
11,2,Meghalaya,4,0,24655.46,6163.865,0,0,0.0,Monday
14,6,Mizoram,4,0,5166.42,1291.605,0,1,0.0,Friday
22,3,Tripura,2,2,8223.94,4111.97,1,2,100.0,Tuesday
8,4,Mizoram,1,0,6031.77,6031.77,0,0,0.0,Wednesday
8,6,Mizoram,3,0,10726.48,3575.4933333333333,0,0,0.0,Friday
13,3,Manipur,3,0,8085.9400000000005,2695.3133333333335,0,0,0.0,Tuesday
9,7,Nagaland,3,0,13421.78,4473.926666666667,0,1,0.0,Saturday
13,5,Assam,3,0,8269.92,2756.64,0,0,0.0,Thursday
11,3,Manipur,4,0,6230.64,1557.66,0,0,0.0,Tuesday
8,6,Goa,2,0,9006.14,4503.07,0,0,0.0,Friday
15,4,Himachal Pradesh,14,0,43560.02000000001,3111.4300000000007,2,2,0.0,Wednesday
12,4,Manipur,7,0,32594.479999999996,4656.354285714285,0,1,0.0,Wednesday
9,3,Goa,1,0,288.6,288.6,0,0,0.0,Tuesday
9,2,Manipur,5,0,11279.220000000001,2255.844,1,0,0.0,Monday
14,6,Arunachal Pradesh,2,0,4457.98,2228.99,0,0,0.0,Friday
22,7,Himachal Pradesh,4,4,23564.07,5891.0175,2,4,100.0,Saturday
6,6,Goa,6,0,96073.57000000002,16012.26166666667,0,0,0.0,Friday
12,6,Mizoram,3,0,10410.74,3470.2466666666664,0,0,0.0,Friday
7,6,Mizoram,3,0,21912.6,7304.2,0,0,0.0,Friday
7,7,Mizoram,1,0,248.28,248.28,0,0,0.0,Saturday
6,3,Mizoram,5,0,32219.72,6443.944,0,0,0.0,Tuesday
9,3,Meghalaya,2,0,2770.21,1385.105,0,1,0.0,Tuesday
8,7,Assam,7,0,37827.91,5403.987142857143,1,2,0.0,Saturday
16,2,Uttar Pradesh,71,3,232384.90000000002,3273.026760563381,2,9,4.23,Monday
20,3,Maharashtra,438,54,1450496.6299999994,3311.6361415525103,19,69,12.33,Tuesday
20,5,Tamil Nadu,253,36,934705.6599999996,3694.4887747035555,9,29,14.23,Thursday
13,2,Gujarat,79,3,297757.36,3769.0805063291136,2,8,3.8,Monday
20,3,Gujarat,226,39,1049187.3299999998,4642.421814159291,8,34,17.26,Tuesday
14,6,Delhi,62,3,282072.51999999996,4549.556774193547,1,8,4.84,Friday
9,3,Haryana,32,2,166805.85,5212.6828125,0,6,6.25,Tuesday
15,6,Telangana,74,4,271172.05,3664.487162162162,1,9,5.41,Friday
20,6,Jharkhand,52,5,155410.34,2988.6603846153844,1,10,9.62,Friday
18,4,Tamil Nadu,243,6,798860.3300000003,3287.491069958849,5,21,2.47,Wednesday
21,3,Tamil Nadu,247,27,1314572.1199999996,5322.154331983804,12,37,10.93,Tuesday
21,4,Gujarat,220,34,788080.7800000003,3582.185363636365,12,32,15.45,Wednesday
8,2,Bihar,10,0,21520.230000000003,2152.023,0,2,0.0,Monday
8,7,Bihar,9,1,20258.38,2250.931111111111,1,0,11.11,Saturday
21,2,Bihar,42,8,201684.44999999992,4802.010714285712,0,4,19.05,Monday
21,3,West Bengal,178,26,692640.7700000004,3891.2402808988786,8,31,14.61,Tuesday
11,2,West Bengal,53,2,186839.65000000002,3525.27641509434,2,4,3.77,Monday
10,7,Karnataka,97,5,367004.52999999997,3783.5518556701027,1,10,5.15,Saturday
17,4,Tamil Nadu,64,4,256166.63999999987,4002.603749999998,1,2,6.25,Wednesday
19,4,Telangana,188,4,647253.0899999999,3442.835585106382,4,13,2.13,Wednesday
21,5,Karnataka,283,38,1295867.3400000008,4579.036537102476,14,44,13.43,Thursday
8,1,Karnataka,54,2,276419.74000000005,5118.884074074075,1,4,3.7,Sunday
19,4,Karnataka,247,3,609026.2300000001,2465.693238866397,8,25,1.21,Wednesday
8,7,Rajasthan,25,0,63131.329999999994,2525.2531999999997,1,1,0.0,Saturday
9,2,Delhi,41,0,104666.64000000001,2552.8448780487806,0,3,0.0,Monday
14,3,Delhi,72,3,270126.12,3751.7516666666666,0,8,4.17,Tuesday
17,2,Delhi,56,4,223839.13999999998,3997.1274999999996,1,4,7.14,Monday
19,1,Punjab,59,1,176850.21000000005,2997.461186440679,1,11,1.69,Sunday
20,1,Telangana,222,14,1037730.0500000002,4674.459684684685,7,29,6.31,Sunday
18,1,Gujarat,170,0,751191.4299999999,4418.773117647059,1,10,0.0,Sunday
10,7,Gujarat,68,2,311969.61999999994,4587.788529411764,2,8,2.94,Saturday
9,6,Uttarakhand,9,0,28387.719999999998,3154.191111111111,0,3,0.0,Friday
22,3,Bihar,10,10,38898.32,3889.832,5,7,100.0,Tuesday
15,5,Bihar,15,0,98762.28000000001,6584.152000000001,0,2,0.0,Thursday
20,1,Karnataka,244,34,1243312.1200000003,5095.541475409837,9,44,13.93,Sunday
8,5,Maharashtra,97,3,326222.31,3363.1165979381444,4,12,3.09,Thursday
13,6,Tamil Nadu,81,5,244797.61,3022.1927160493824,3,13,6.17,Friday
21,3,Delhi,186,28,738289.0800000002,3969.296129032259,5,39,15.05,Tuesday
12,7,Uttar Pradesh,58,5,169497.49000000008,2922.3705172413806,3,13,8.62,Saturday
13,7,Uttar Pradesh,69,2,209677.6800000001,3038.8069565217406,2,6,2.9,Saturday
11,3,Telangana,60,2,161633.68999999997,2693.894833333333,0,5,3.33,Tuesday
9,4,Telangana,80,4,276529.89000000013,3456.6236250000015,2,12,5.0,Wednesday
19,2,Telangana,188,4,642353.8699999999,3416.7759042553184,6,24,2.13,Monday
10,4,Haryana,24,1,89371.81000000001,3723.825416666667,1,2,4.17,Wednesday
19,2,Gujarat,191,6,765423.4000000001,4007.452356020943,6,16,3.14,Monday
21,1,Gujarat,205,24,699127.8799999997,3410.3799024390228,4,20,11.71,Sunday
6,3,Maharashtra,106,6,323070.9600000001,3047.8392452830194,3,15,5.66,Tuesday
13,1,Gujarat,62,3,159314.24000000005,2569.584516129033,3,8,4.84,Sunday
12,4,Rajasthan,53,1,177313.94999999998,3345.546226415094,3,7,1.89,Wednesday
20,6,Rajasthan,142,14,564174.6499999998,3973.060915492956,8,22,9.86,Friday
13,7,Gujarat,69,4,258116.45000000004,3740.8181159420296,1,7,5.8,Saturday
21,6,Punjab,72,13,252015.52999999997,3500.215694444444,1,15,18.06,Friday
8,1,Tamil Nadu,53,2,174956.82999999996,3301.072264150943,1,6,3.77,Sunday
15,7,Maharashtra,152,8,518183.0399999998,3409.09894736842,3,17,5.26,Saturday
22,3,Rajasthan,25,25,190055.41,7602.2164,5,15,100.0,Tuesday
8,4,Tamil Nadu,53,1,148435.81,2800.6756603773583,1,5,1.89,Wednesday
10,3,Gujarat,89,4,292634.91,3288.032696629213,4,10,4.49,Tuesday
16,4,Gujarat,82,4,302328.82,3686.936829268293,1,10,4.88,Wednesday
19,4,Delhi,150,3,418213.8900000001,2788.0926000000004,2,16,2.0,Wednesday
6,4,West Bengal,34,2,142998.95,4205.851470588235,0,2,5.88,Wednesday
20,7,Nagaland,14,4,41615.07,2972.505,2,3,28.57,Saturday
10,4,Delhi,62,2,184026.85000000003,2968.1750000000006,1,6,3.23,Wednesday
20,4,Punjab,80,9,266250.80000000005,3328.1350000000007,3,14,11.25,Wednesday
13,5,Punjab,27,1,67317.0,2493.222222222222,0,3,3.7,Thursday
10,1,Telangana,74,6,246724.47999999998,3334.1145945945946,1,6,8.11,Sunday
7,1,Andhra Pradesh,23,2,57374.53999999999,2494.545217391304,3,4,8.7,Sunday
20,2,Andhra Pradesh,101,21,353753.46000000014,3502.509504950496,2,25,20.79,Monday
18,4,Andhra Pradesh,101,2,372786.77999999997,3690.958217821782,2,11,1.98,Wednesday
10,7,Uttar Pradesh,53,2,324301.45,6118.895283018868,3,5,3.77,Saturday
12,3,Nagaland,8,2,12742.84,1592.855,0,2,25.0,Tuesday
21,5,Himachal Pradesh,32,6,92103.45999999999,2878.2331249999997,2,4,18.75,Thursday
10,2,Himachal Pradesh,6,0,58548.310000000005,9758.051666666668,0,2,0.0,Monday
6,3,Gujarat,54,4,239319.02999999997,4431.833888888888,0,5,7.41,Tuesday
22,6,West Bengal,22,21,115426.54000000001,5246.66090909091,5,14,95.45,Friday
21,7,Assam,21,2,79312.15,3776.7690476190473,0,2,9.52,Saturday
20,3,Assam,26,9,143500.71000000002,5519.258076923078,1,5,34.62,Tuesday
18,2,Kerala,65,0,202131.74000000005,3109.719076923078,1,12,0.0,Monday
19,5,Chhattisgarh,19,1,63590.54,3346.8705263157894,1,4,5.26,Thursday
19,7,Chhattisgarh,18,1,65935.14,3663.0633333333335,0,2,5.56,Saturday
11,5,Haryana,20,0,81915.64,4095.782,0,2,0.0,Thursday
19,2,West Bengal,129,2,437273.48000000016,3389.7168992248075,2,13,1.55,Monday
17,5,West Bengal,56,0,158456.32999999996,2829.5773214285705,1,4,0.0,Thursday
19,3,Madhya Pradesh,102,3,293373.21,2876.2079411764707,1,5,2.94,Tuesday
20,2,Kerala,66,10,298055.14999999997,4515.987121212121,1,18,15.15,Monday
22,4,Assam,3,3,26249.92,8749.973333333333,1,0,100.0,Wednesday
19,7,Assam,24,0,271992.81,11333.03375,0,2,0.0,Saturday
18,6,Andhra Pradesh,89,2,291125.08999999997,3271.0684269662916,2,13,2.25,Friday
12,2,Madhya Pradesh,40,2,118636.49,2965.9122500000003,1,3,5.0,Monday
13,3,Meghalaya,8,0,20770.179999999997,2596.2724999999996,0,0,0.0,Tuesday
19,7,Meghalaya,9,0,49325.030000000006,5480.55888888889,0,0,0.0,Saturday
17,1,Uttarakhand,9,0,33023.06,3669.228888888889,0,2,0.0,Sunday
9,7,Karnataka,86,1,229299.05,2666.2680232558137,0,13,1.16,Saturday
11,7,Karnataka,81,5,401665.36999999994,4958.831728395061,3,6,6.17,Saturday
17,7,Karnataka,97,3,222624.15000000005,2295.0943298969078,1,12,3.09,Saturday
17,5,Telangana,57,0,160040.54999999996,2807.7289473684204,1,8,0.0,Thursday
12,1,Goa,4,0,15550.09,3887.5225,0,0,0.0,Sunday
6,6,Kerala,22,1,114404.18000000001,5200.1900000000005,1,4,4.55,Friday
20,1,Kerala,73,10,191660.99,2625.49301369863,2,16,13.7,Sunday
10,3,Andhra Pradesh,34,2,128545.97,3780.7638235294116,2,7,5.88,Tuesday
12,1,Andhra Pradesh,25,1,149494.32999999996,5979.773199999999,0,2,4.0,Sunday
21,5,Mizoram,14,2,104051.95999999999,7432.282857142856,0,4,14.29,Thursday
12,5,Rajasthan,36,3,73507.28,2041.868888888889,4,2,8.33,Thursday
21,4,Rajasthan,118,20,404532.23999999976,3428.2393220338963,6,23,16.95,Wednesday
